Date,Open,High,Low,Close,Volume
29-06-2017,444.5,446.25,434,435.6,11085101
30-06-2017,433.9,435.6,428.05,432.55,4776892
03-07-2017,431.5,434.7,426.25,430.25,6230025
04-07-2017,434.2,436.4,426,426.9,5020683
05-07-2017,428.9,433.95,427.4,431.75,5050749
06-07-2017,435.4,438.8,433.8,437.1,4038188
07-07-2017,434.45,441.45,432.25,436.85,5311730
10-07-2017,460,460,442.55,446.95,1189742
11-07-2017,452,462.3,451,456.95,12069006
12-07-2017,461,463.8,456.6,461,6051540
13-07-2017,464.5,464.5,455.55,459.05,4382063
14-07-2017,460,460,450.4,451.3,3974269
17-07-2017,455,458.35,453.25,454.15,4922453
18-07-2017,452.6,459.5,452.6,456.15,2349268
19-07-2017,453,462.9,453,460.6,3395937
20-07-2017,463.5,464.35,457.35,460.15,3318626
21-07-2017,460,465.9,457.6,464.6,3150269
24-07-2017,464.95,468.35,461,464,3773074
25-07-2017,462.15,464.7,454.7,456.1,7052112
26-07-2017,457.2,458.7,455,457.3,3641559
27-07-2017,459,460.95,440.3,445.4,13738611
28-07-2017,444.6,447.45,442.45,445.85,3365171
31-07-2017,446.25,449.7,443.7,444.6,3804621
01-08-2017,446.55,452.35,445.7,446.9,4012791
02-08-2017,449.5,449.95,438.15,440.35,4045533
03-08-2017,441,441.5,429.6,431.45,6197142
04-08-2017,435.1,438.75,433.45,435.6,4166729
07-08-2017,438.6,439.8,425.3,430,6461815
08-08-2017,432,435.5,426,430,7134979
09-08-2017,428.8,429.9,415,416.05,10849567
10-08-2017,401,403.6,375.25,380.2,28114017
11-08-2017,376,379.1,358.5,374.5,14699477
14-08-2017,380,381.8,372.6,375.4,8216208
16-08-2017,379.45,390.7,375.5,389.25,11019760
17-08-2017,392.45,392.45,384.5,385.3,5971420
18-08-2017,381.75,383,377,380.4,5856198
21-08-2017,382,382.55,371.3,374.35,5123101
22-08-2017,378.8,379.95,372.25,373.6,4163794
23-08-2017,376,381.15,373.35,379.95,4448871
24-08-2017,380.1,385.95,380.1,384.15,5208541
28-08-2017,385.85,387.4,378.3,379.3,4403872
29-08-2017,379,382.35,374.45,376.1,4689547
30-08-2017,380.85,382.75,377.45,378.5,3734824
31-08-2017,380.05,380.45,375.8,376.55,4685511
01-09-2017,379.35,392.85,378.65,390.85,7380325
04-09-2017,393,396.05,380.5,383.4,8433560
05-09-2017,385.7,389.5,383.4,388.15,4477993
06-09-2017,385,386.7,381.85,382.7,5953907
07-09-2017,383.7,384.4,376,378.15,7938665
08-09-2017,381,381.8,374.05,375.05,7471355
11-09-2017,380,380,374.2,375.3,5402725
12-09-2017,378.7,390,375.5,388.25,9266823
13-09-2017,391,393.95,387.2,389.65,6537279
14-09-2017,390.75,406.6,390.25,404.4,11476571
15-09-2017,402.85,406.75,400,401.75,9675506
18-09-2017,411.85,413,403.2,404.95,8966503
19-09-2017,415,427.7,414,423.65,28208471
20-09-2017,422.75,422.75,413,414.8,5179160
21-09-2017,415.4,418.45,408.8,413.65,6946502
22-09-2017,414,422.15,408.85,411.8,9781308
25-09-2017,413.65,415.3,404.6,408.2,6957357
26-09-2017,409.4,413.9,403.3,411.25,5077291
27-09-2017,413.5,414.25,402,404.9,4727360
28-09-2017,406.95,406.95,399,401.4,4850748
29-09-2017,401.4,405,397.4,401.5,7520906
03-10-2017,428,428,415,416,9696920
04-10-2017,417.55,426,412.7,423.55,7663143
05-10-2017,423,425.8,420.1,423.3,4606192
06-10-2017,422,426,416.2,424.85,5308695
09-10-2017,424,432.1,423.05,425.6,4414381
10-10-2017,425.6,428.9,421.4,423.6,5057869
11-10-2017,424.9,424.9,414.1,415.5,4320451
12-10-2017,415.5,421.8,409.35,420.15,5442846
13-10-2017,421,429.3,418.9,424.8,6969434
16-10-2017,426.3,438,425.85,437.05,8476709
17-10-2017,435.75,435.75,430.2,432.3,5135763
18-10-2017,432.25,437.3,426.6,433.2,5539785
19-10-2017,433,433.1,424.25,426.95,1313380
23-10-2017,429.1,430.85,421,422.75,4013418
24-10-2017,422.75,423.8,415.05,416.05,4541742
25-10-2017,421,424.4,415.1,421.95,5666968
26-10-2017,421.7,422.4,417,419.4,6207936
27-10-2017,422.05,434.35,422.05,429.9,7414741
30-10-2017,428.25,440.95,428.25,436.55,7675104
31-10-2017,438.85,438.85,427.3,428.4,6214996
01-11-2017,430.95,439.95,428.45,437.75,7310931
02-11-2017,435.7,440.4,429.9,434.9,8262211
03-11-2017,434,449.35,432.65,447.7,8116263
06-11-2017,445.75,468,443.55,462.9,19456789
07-11-2017,458.2,465.9,450.05,451.85,13266543
08-11-2017,448,455,431.3,438.2,11193613
09-11-2017,442.1,450.9,425.65,440.15,40547266
10-11-2017,438.95,438.95,420,422.55,22534490
13-11-2017,423,427.5,416.1,418.1,9857544
14-11-2017,418.55,421.85,410.65,414.3,8987515
15-11-2017,414.3,417.55,407,408.65,9867270
16-11-2017,411.35,415.9,411.35,413.45,6291441
17-11-2017,419.45,423.45,417,421.8,6191428
20-11-2017,421,425.7,420.1,423,4051153
21-11-2017,424.45,430,422.5,424.25,6745407
22-11-2017,425.45,433,424.5,428.6,7899417
23-11-2017,428.6,431.05,422.45,426.25,7374216
24-11-2017,427,429.95,424.25,425.5,5108182
27-11-2017,423,424.75,417.8,421.4,7946028
28-11-2017,419.8,422.25,414.5,415.95,6217480
29-11-2017,415.9,419.45,412.05,413.95,4327453
30-11-2017,410.4,412.25,402.25,404.15,25646262
01-12-2017,407.9,410.25,396.5,398.9,7959197
04-12-2017,405.8,411.25,401.7,403.65,10043491
05-12-2017,404.55,405.5,396.55,402.25,7144542
06-12-2017,400.2,404,395,397.05,5573968
07-12-2017,398,405.3,397.15,402,7998863
08-12-2017,406,413.75,406,411.15,12288946
11-12-2017,412,415.2,409.05,410.15,5066242
12-12-2017,411.55,415.5,405.95,406.85,6151197
13-12-2017,407,409.85,400,401.95,5140689
14-12-2017,404,404.55,398.2,402.4,4674026
15-12-2017,406.5,409,404.2,405.1,5614113
18-12-2017,399,409.9,389.3,405.8,5356208
19-12-2017,407.35,421.7,407.35,420.1,9686883
20-12-2017,421.95,427.75,419.25,422.6,11191127
21-12-2017,424,426.05,419.55,420.8,4885225
22-12-2017,422.05,426.4,420.9,422,5345261
26-12-2017,422,425.15,421.15,424.2,3700655
27-12-2017,423.5,428.45,420.3,422.45,3673355
28-12-2017,423.5,423.7,416,418.6,5018893
29-12-2017,418,433.45,417.15,431.85,8640908
01-01-2018,430.95,436.4,422.25,424.45,6807536
02-01-2018,428.85,440.85,422,439.3,15331261
03-01-2018,440.4,441.4,431.95,433.9,9794953
04-01-2018,430,433.3,425.75,429.95,8395377
05-01-2018,431.25,436.35,429.8,431.6,7021611
08-01-2018,432,436.2,431.65,433.55,4635214
09-01-2018,434.25,443.5,433,437.55,12629045
10-01-2018,438,439.3,431.3,433.3,4702579
11-01-2018,433.5,437.6,432.9,434.75,4565005
12-01-2018,437,441.45,432.1,437.1,7408870
15-01-2018,438.05,440.05,431.05,432.35,4042775
16-01-2018,433,435.2,419.5,421.9,5623745
17-01-2018,422.05,424.5,410.1,422.95,10204447
18-01-2018,424,428.3,414.45,418.95,9579830
19-01-2018,415.2,421.95,415.05,418.05,3894062
22-01-2018,419.05,424.4,418.45,421.9,4643782
23-01-2018,422.8,422.8,414.75,418,6185011
24-01-2018,416,416.25,402.65,403.6,10789570
25-01-2018,403.45,407.65,398,400.3,16312167
29-01-2018,402.5,405.9,398.1,399.25,5789602
30-01-2018,400,402.3,395,395.85,6963005
31-01-2018,395.5,400.95,395.25,399.5,5111454
01-02-2018,399.9,403.8,390.55,393.65,7259426
02-02-2018,392,397.4,381.3,383.75,10070356
05-02-2018,381,398,380,395.8,9876017
06-02-2018,363,379.85,356.5,375.45,25294860
07-02-2018,380.4,385.4,375.2,377.8,12706795
08-02-2018,379.9,380,372.2,374.85,12452396
09-02-2018,369.9,373.2,368,368.75,8816777
12-02-2018,373.4,376.2,370.2,371.8,6002369
14-02-2018,372.9,382.3,370.6,376.85,9623436
15-02-2018,379.8,382.2,373.1,375.8,10225880
16-02-2018,378,379.4,367.6,370.75,8545282
19-02-2018,373.7,374.7,362.8,368.75,5658765
20-02-2018,370.35,370.9,366.5,369.3,3972114
21-02-2018,372.5,372.5,362.85,364.45,8640166
22-02-2018,363,363,357.5,358.5,10870704
23-02-2018,360.1,364.6,358.75,360.2,6751064
26-02-2018,362,373.5,362,372.05,10576794
27-02-2018,375,376.6,370.35,372.55,6156672
28-02-2018,370,373.65,367.15,369.9,8009429
01-03-2018,369.75,376.3,369.05,370.75,6991806
05-03-2018,368.75,368.75,350.1,352.05,14665325
06-03-2018,355.15,357.95,345,346.5,8876632
07-03-2018,345,355.3,343.25,347.8,15599393
08-03-2018,350.8,351.9,341.05,345.15,7674221
09-03-2018,345.55,348.7,340.15,341.5,5519224
12-03-2018,345,353.8,340.35,352.6,8238960
13-03-2018,352.6,356.45,350,353.15,6184241
14-03-2018,351,354.9,349.6,354.05,3820313
15-03-2018,354.05,358.4,351.1,353.1,4331145
16-03-2018,352.05,352.6,338.4,339.75,14205582
19-03-2018,341.2,342.1,332.55,335.7,9391347
20-03-2018,335.5,340.4,333.55,338.8,5080453
21-03-2018,339.9,342.25,332.25,333.85,6812442
22-03-2018,338.5,340.25,334.8,338.2,9255091
23-03-2018,330,334.8,329.6,330.85,8578297
26-03-2018,328.8,333.9,324.3,332.35,8907023
27-03-2018,333.95,335.8,330.1,331.15,6822448
28-03-2018,331.5,333.65,325.2,326.85,10975624
02-04-2018,335,340.8,332.7,339.15,9874486
03-04-2018,338.4,344.5,337.15,343.1,6989584
04-04-2018,346.8,363.7,346.25,355.6,27157199
05-04-2018,362.6,372.35,359.8,362.2,28886070
06-04-2018,362,368.35,356.45,364.1,13297051
09-04-2018,361.9,368.6,357,358.3,9555113
10-04-2018,360.5,362.35,351.5,353.25,8201215
11-04-2018,355,357.15,350.5,355.8,5622957
12-04-2018,358,364.4,357,358.4,13145938
13-04-2018,357.9,361,354.4,357.05,5935628
16-04-2018,350.8,352.8,337.55,339.15,19157051
17-04-2018,342.3,344.2,332.6,336.45,14241074
18-04-2018,338.2,339.75,333.4,334.8,6699271
19-04-2018,336.5,337,332.5,334.25,7087115
20-04-2018,335.95,343.25,334.6,336,11908652
23-04-2018,335.95,339.5,333,334.05,8056732
24-04-2018,334.8,335,330.6,331.55,9210931
25-04-2018,330.8,334,327.75,328.6,6306039
26-04-2018,329.9,335.95,326,330.25,16647689
27-04-2018,333,337.65,331.05,336.9,8804236
30-04-2018,338.5,342.75,337.25,340.4,5937740
02-05-2018,349.2,351.65,335,336.05,16022148
03-05-2018,335.5,335.9,329.15,333.5,6870513
04-05-2018,333.75,337.3,329.5,334.4,6660062
07-05-2018,337.85,337.85,333.7,335.15,3888627
08-05-2018,336.3,336.6,330.25,332.15,8114997
09-05-2018,331,347.25,331,341.95,19019847
10-05-2018,343.75,343.75,332.75,333.6,11158000
11-05-2018,334,334,330,330.8,7365579
14-05-2018,333,333,323,323.6,8312976
15-05-2018,324,324.05,305.7,310.1,15323964
16-05-2018,309.95,315.75,306.7,310.25,12051269
17-05-2018,313.1,319.5,309.3,314.9,10214660
18-05-2018,314.75,315,303.5,304.6,11688577
21-05-2018,304.75,307.2,294.7,295.9,11549490
22-05-2018,296.55,312.5,296.55,307.7,17199292
23-05-2018,311.1,317.25,305.4,309.45,17698475
24-05-2018,300,307.65,284.1,288.65,46104103
25-05-2018,290.4,297.45,286.25,294.15,19240172
28-05-2018,293.75,299.9,290.3,296.3,8516862
29-05-2018,296.8,300,293,294.65,9816561
30-05-2018,289.95,292.25,286.15,288.9,11649429
31-05-2018,289.95,290.85,281.6,282.5,28771987
01-06-2018,284.5,290.35,283.05,287.2,15840810
04-06-2018,292.5,293.85,286,286.65,10835487
05-06-2018,286.65,288.25,283.6,284.95,7456195
06-06-2018,286.85,296.9,285.25,295.65,19754001
07-06-2018,296.3,306.9,295.25,305.4,22839023
08-06-2018,305.7,315.55,302.4,309.95,27249374
11-06-2018,310.9,313.9,306.65,309.75,14650133
12-06-2018,310.95,313.65,307.2,307.8,7932388
13-06-2018,309.2,311.25,307,308.4,7280886
14-06-2018,308.5,309.6,303.8,305.9,6532693
15-06-2018,305.75,307.65,300.55,302.95,8224497
18-06-2018,302.9,311,302.1,308.8,8787098
19-06-2018,309.6,312.8,303.3,305.05,10498362
20-06-2018,304.9,308.25,304.05,305.6,6607472
21-06-2018,307.9,308.5,305.5,307,5085379
22-06-2018,306.85,308.9,303.2,308,6033095
25-06-2018,306.3,306.3,287.6,289.4,16392183
26-06-2018,288.4,288.4,275.1,276.85,30728620
27-06-2018,278.5,279.5,270,271.05,19077416
28-06-2018,272,272.65,261.85,263.35,19507165
29-06-2018,265.45,270.5,262.65,269.3,14765516
02-07-2018,276,276.05,265.6,266.7,16495647
03-07-2018,269.5,271.5,267.2,269.45,11484332
04-07-2018,270,271.5,265.65,267.05,7394858
05-07-2018,263.5,263.75,252.55,261.55,20820454
06-07-2018,262,272.5,261.85,270.85,19215897
09-07-2018,274.6,277,272.05,273.5,9387556
10-07-2018,274.9,276.9,272.9,275.45,6351033
11-07-2018,276.4,276.4,267.1,267.8,7356582
12-07-2018,269.6,272,265.5,266.1,8573517
13-07-2018,267.3,269.4,262.7,263.6,8352827
16-07-2018,260.5,260.8,250.5,252.1,11067012
17-07-2018,253,259,252.3,257.95,6350966
18-07-2018,259.45,259.45,247.3,251.85,9348644
19-07-2018,254,257.85,251.2,252.5,9556686
20-07-2018,252.7,254,251,253.4,6422014
23-07-2018,254.95,259.5,251.1,258.75,8891743
24-07-2018,258.75,263.75,257.1,258.8,9906160
25-07-2018,260,261.7,256.1,257.85,6721386
26-07-2018,260.1,263,257.5,258.25,8817721
27-07-2018,259.1,269.7,258.55,268.15,15275469
30-07-2018,267.75,271.65,266.2,267.5,7801098
31-07-2018,268.95,270.45,262.2,264.1,10026055
01-08-2018,250,268,250,265.05,53282545
02-08-2018,263.45,266.45,258.7,260.85,17421472
03-08-2018,262.15,263.85,257.6,258.45,9044248
06-08-2018,259.95,261.8,252.5,254.05,11371744
07-08-2018,255.2,256,250.55,251.6,14490829
08-08-2018,253.5,258.25,251.85,255.15,16125867
09-08-2018,256.65,260.4,255.5,257.85,7777719
10-08-2018,257.25,258.65,249.55,250.1,14606037
13-08-2018,249.25,249.7,243.1,248.7,13877900
14-08-2018,248.6,249.85,247.2,248.8,9171033
16-08-2018,245.8,252.8,245.25,251.3,14148347
17-08-2018,253.7,260.1,253,258.25,16117660
20-08-2018,261.85,271.85,259.2,270.1,25576718
21-08-2018,271.85,274.7,266.7,268.8,19505584
23-08-2018,269.2,269.2,256,256.9,18667622
24-08-2018,257,258.65,255,255.5,8703468
27-08-2018,257,259.5,256.5,258.8,6127707
28-08-2018,261.7,263.25,259.05,260,8506857
29-08-2018,261.05,263.5,261,261.7,5117552
30-08-2018,262.3,263,259,259.35,6333570
31-08-2018,259.1,268.25,258.1,267.5,12360078
03-09-2018,271.4,273,265.25,266.6,14597832
04-09-2018,270.5,270.8,260.35,261.95,14775900
05-09-2018,261,271,255.4,266.5,10084307
06-09-2018,269.7,272,263.85,269.95,14736214
07-09-2018,269.55,279.9,269.25,277.4,26189156
10-09-2018,276,282,271.75,275.7,21322969
11-09-2018,277.25,278.85,265.7,267.3,13444031
12-09-2018,268.2,268.2,258.85,262.4,14456273
14-09-2018,265,269.6,263.4,266.6,10710620
17-09-2018,263.35,264.1,259.65,260.25,9461420
18-09-2018,257.75,259.8,250.6,251.5,11554420
19-09-2018,253.55,255,251,252.6,7845650
21-09-2018,255.05,257.7,228.85,250.35,18547453
24-09-2018,250.2,251,239.35,240.2,8889259
25-09-2018,241,243.5,235.45,240.8,9030367
26-09-2018,242.3,243.2,229.55,233.35,17810869
27-09-2018,234.8,236.55,223.1,225.25,17430781
28-09-2018,227.9,230.7,219.5,223.7,14196824
01-10-2018,225,230.45,220,229.35,9743094
03-10-2018,230,232.8,225.8,227.6,9094685
04-10-2018,224,230.8,221.75,223.25,13898979
05-10-2018,222.75,226.45,214.75,216.25,10471026
08-10-2018,217.8,218.5,208.1,212.35,11854170
09-10-2018,205.7,206,170.3,184.35,142760251
10-10-2018,186,190.95,185.05,188.75,35670907
11-10-2018,180.65,187.75,178,182.95,19323517
12-10-2018,185.95,188.4,182.6,183.75,18014894
15-10-2018,186.5,186.5,182.7,184.35,11658409
16-10-2018,185.2,187.25,184.55,185.85,9695745
17-10-2018,187.6,187.8,179.1,179.95,12004524
19-10-2018,178.95,179.75,174,174.7,10469358
22-10-2018,176.4,176.85,170.05,170.75,11721075
23-10-2018,170,175.7,169.55,170.65,15588511
24-10-2018,173.9,175,169,170.65,15421903
25-10-2018,168.95,169.75,164.6,165.35,14877057
26-10-2018,166,172.8,165.9,168.5,19584723
29-10-2018,169.95,176.5,167.7,175.35,14171750
30-10-2018,177,181.5,176.05,177.25,15602414
31-10-2018,178.3,180,173.45,179.1,12579712
01-11-2018,182,186.05,178.2,179.45,28947802
02-11-2018,180.95,191.85,180.9,190.3,29425248
05-11-2018,191.3,191.3,186.65,189.8,14818506
06-11-2018,192.45,199.95,191.75,193.25,35339222
07-11-2018,194.95,195.75,193.35,194.85,3932893
09-11-2018,192.9,200.75,192,195.25,22341961
12-11-2018,194.45,194.45,185.2,186.05,20789180
13-11-2018,180.75,183,178.35,179.5,22189598
14-11-2018,180.5,183,176.25,176.8,15795883
15-11-2018,178,182.7,177.5,180.2,18740276
16-11-2018,180.9,181.85,177.85,179.9,10022823
19-11-2018,180.6,185.5,179.1,184.6,14522581
20-11-2018,184.05,188.3,183.2,183.75,13114982
21-11-2018,184.4,186.75,183.75,184.15,8097107
22-11-2018,185.5,186.15,181.75,182.55,9135857
26-11-2018,183.9,184.45,177,181.75,9865426
27-11-2018,181.7,184.55,178.55,180.05,11639680
28-11-2018,181,181.35,174,174.45,12504717
29-11-2018,175.95,179.35,173.45,177.25,20892744
30-11-2018,172,174.9,170.35,171.95,18393012
03-12-2018,173.25,176.45,170,175.45,14068885
04-12-2018,177.95,178.75,175.3,175.75,11481923
05-12-2018,173,173,168.6,169.2,14960527
06-12-2018,168.5,168.7,161.6,162.65,15428019
07-12-2018,162.25,164.2,160.8,162.4,13545006
10-12-2018,159.9,160.5,156.5,157.1,13520495
11-12-2018,155,159.5,154.65,158.1,12094881
12-12-2018,159.5,167.1,158,164.1,22461175
13-12-2018,166,168,165.55,166.85,12235499
14-12-2018,166,168.4,164.85,166.95,10091732
17-12-2018,167.25,175.95,167.25,173.95,28526103
18-12-2018,174,177.6,173.1,174.75,18015933
19-12-2018,176.5,176.5,172.5,173.9,11540042
20-12-2018,173,177.3,171.75,176.4,15819006
21-12-2018,177,180.5,175.15,176.25,23742481
24-12-2018,176.25,177.85,171.5,172.5,11374468
26-12-2018,171.45,172.2,167.6,170.9,12044191
27-12-2018,172.75,173.4,167.7,168.25,15231581
28-12-2018,169.4,172.2,169.15,170.85,8669584
31-12-2018,172.45,173.9,171.75,172.7,8511388
01-01-2019,173.5,174.2,171.3,173.45,6715543
02-01-2019,170.6,171.75,168,168.55,13410104
03-01-2019,169,170.15,165.1,166.05,9321842
04-01-2019,169,171.95,168.5,170.95,17650435
07-01-2019,173.2,178.2,173.2,175.35,21438351
08-01-2019,176.1,180.5,176.1,179.95,20128985
09-01-2019,181.5,183.6,180.2,183.05,17468948
10-01-2019,183.65,186.85,183.55,185.75,16961888
11-01-2019,186.55,187.75,179.4,180.3,25902974
14-01-2019,180.3,198.3,177.45,182.4,18935120
15-01-2019,183.3,185.8,181.25,185.35,13536578
16-01-2019,186,187.35,184.05,185.45,11874245
17-01-2019,186,187.3,183.4,184.9,9365756
18-01-2019,185.65,185.65,181.3,183.3,6797621
21-01-2019,184.3,184.95,180.65,181.5,6918258
22-01-2019,181.5,181.5,175.95,180.85,9775717
23-01-2019,181.7,182.7,178.55,180.25,9778926
24-01-2019,180,180.3,173.7,175.4,13461254
25-01-2019,175.95,178.9,171.95,173.25,12136892
28-01-2019,173.3,175.35,169.4,172.3,8167430
29-01-2019,172.35,174.9,170.9,173.6,6141180
30-01-2019,174.3,176.75,173.3,174.6,7757847
31-01-2019,175.8,183.9,175.8,181.2,22277646
01-02-2019,182,185.9,179.55,181.65,14931422
04-02-2019,181,183.7,178.2,180.25,11854351
05-02-2019,180.7,181.15,174.7,175.8,12064426
06-02-2019,176,179.45,171.9,178.5,10334594
07-02-2019,179,185,178.9,182.85,16152722
08-02-2019,164.6,164.6,129,150.7,102256857
11-02-2019,150.15,153.25,145.85,152.65,26161867
12-02-2019,152.95,154.4,150.6,151.8,14174912
13-02-2019,152.95,156.65,151.5,155,15340343
14-02-2019,155.95,161,153.8,159.85,16348306
15-02-2019,159.8,162.3,153.15,161.65,20705576
18-02-2019,162.8,163.45,159.2,162.9,13503666
19-02-2019,164,165.95,161.55,163.75,14533142
20-02-2019,164.45,166.7,163.75,164.8,11610728
21-02-2019,165.6,170.6,165.1,169.7,14811723
22-02-2019,170,175.3,167.85,174.3,13011477
25-02-2019,175.15,177.5,173.5,175.75,15554532
26-02-2019,173,183.45,172.5,182.65,31859427
27-02-2019,183.55,186.1,176.1,177.35,19723906
28-02-2019,180,181.55,176.6,177.45,18692372
01-03-2019,178.65,184,177.35,180.3,20539919
05-03-2019,183.8,198.35,181.4,194.05,58138551
06-03-2019,195.4,195.4,187.75,188.8,22468702
07-03-2019,191.4,193.45,187.8,189.3,27051501
08-03-2019,187.8,187.95,180,181.2,28012914
11-03-2019,182,184.6,181.05,181.85,25669662
12-03-2019,184.4,186,183.55,184.8,18657724
13-03-2019,184.45,184.9,180.4,181.7,9769821
14-03-2019,181.5,182.45,177.65,179.55,15737080
15-03-2019,180.2,181.4,177.6,180,17490993
18-03-2019,181,184.7,179.5,182.25,14690339
19-03-2019,182,184.5,180.75,182.85,10318028
20-03-2019,183,183.45,179.6,180.2,7543753
22-03-2019,181.95,182,174.9,175.4,11505994
25-03-2019,173.7,173.8,170.55,171.3,11864723
26-03-2019,171.9,173.6,171.6,173.1,7820112
27-03-2019,174,175,169.15,169.85,10047628
28-03-2019,169,171.4,167.55,170.55,13203927
29-03-2019,171.15,177.05,171,174.25,17780440
01-04-2019,176.35,189.75,176.35,187.35,46389181
02-04-2019,188.05,204.4,185.3,202.95,100834335
03-04-2019,205,208.95,199.2,201.35,81779620
04-04-2019,201.85,206.9,201.05,206.15,41268908
05-04-2019,208,209.5,202.3,205.15,32057373
08-04-2019,206,207.4,198.8,200.55,23877595
09-04-2019,200,207.6,198.15,205.9,29611268
10-04-2019,206,217.4,205.6,216.05,69349488
11-04-2019,216.6,219.2,213.3,218.2,41859862
12-04-2019,218.95,219,215,215.95,21788548
15-04-2019,217.15,233.25,217.15,231.75,57283251
16-04-2019,233.8,234.1,225.65,230.5,41653657
18-04-2019,231.9,239.3,230.6,236.25,42451178
22-04-2019,235,239.35,231.7,234.85,30282217
23-04-2019,235,235.85,230.25,231.65,18975358
24-04-2019,231.65,232.95,217.6,223.6,50317411
25-04-2019,223.4,225.9,220.25,221.85,27132908
26-04-2019,221.9,221.9,214,215.6,26038093
30-04-2019,216.2,218.65,210.3,214.3,21289116
02-05-2019,211,212.65,206.5,207.3,21986007
03-05-2019,205,213.65,203.05,209.45,37153857
06-05-2019,204,204.5,198,199.8,30117667
07-05-2019,201.7,202.85,189.35,190.95,30516908
08-05-2019,190,190.9,183.8,185.1,28443735
09-05-2019,184.3,189.8,182.3,186.35,32841616
10-05-2019,187,190.6,184.3,185.9,28910719
13-05-2019,186.2,187.15,179.6,180.75,15373536
14-05-2019,178.25,186.05,177.8,184.5,21412933
15-05-2019,185.55,185.95,167.4,169.45,31427815
16-05-2019,176,177.55,172.8,175.4,30308248
17-05-2019,174.95,177.7,170.2,176.85,21575989
20-05-2019,181.45,192,179.25,190.15,29873588
21-05-2019,185.25,186.9,174.05,176.8,57822527
22-05-2019,177.6,180.4,174.8,179.1,25845734
23-05-2019,182.85,182.85,173.5,175.15,22912106
24-05-2019,177,183.5,175.35,182.3,22494409
27-05-2019,181.75,183.5,179.3,181.35,14774311
28-05-2019,181.35,185.3,179.8,180.25,23272915
29-05-2019,179.85,180,175.35,176.35,15222008
30-05-2019,177.5,178.5,173.1,175.15,18078726
31-05-2019,177.8,177.85,170,172.6,21488115
03-06-2019,170.5,175,168.4,174.5,21288078
04-06-2019,174.25,177.2,172.4,173.25,17428731
06-06-2019,174.05,175.85,168.85,169.7,16874819
07-06-2019,169.9,171.7,167.25,169.5,14465703
10-06-2019,170.9,172.05,163.55,166.2,20209862
11-06-2019,166.85,171.9,165.65,170.75,20363493
12-06-2019,170.9,172.2,168.1,169.05,12819208
13-06-2019,166.9,168.9,164.5,167.4,15144315
14-06-2019,167.5,167.5,163.5,164.2,10920508
17-06-2019,163.75,164.15,158,158.75,14381813
18-06-2019,159,161,156.75,158.3,14003043
19-06-2019,160,163.75,152.5,154.65,25257018
20-06-2019,153.45,160,152.15,159.25,19247947
21-06-2019,155,160.75,154.5,158.9,23304207
24-06-2019,158.7,160.2,156.2,159.3,13185118
25-06-2019,158,161,156.85,160.45,13368928
26-06-2019,160.1,162.2,158.75,161.1,18481332
27-06-2019,161.85,168,161.1,165.85,26612983
06-28-19,165.2,166.75,161.35,162.55,15092229
